symbol,direction,timeframe,outcome,ai_score,signal_quality,rsi,ema50,ema200,trend,wave_bias,price,ai_entry,ai_tp,ai_sl,exit_price,pnl_pct,created_at_readable,matched_rules,failed_rules
VIRTUALUSDT,SHORT,5m,WIN,75,GUT,65.5314991567,0.571951192,0.5796516792,neutral,,0.5767,0.5767,0.5680495,0.582467,0.5727,0.69,2026-06-09 04:35:05,"RSI hoch (66) – passt zu Setup A SHORT|EMA bearish (EMA50<EMA200, Dist 0.5%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0",Preis nicht in Key-Zone
RIVERUSDT,SHORT,5m,WIN,86,GUT,70.6976233272,5.0560366243,5.1430047665,neutral,,5.1138,5.1138,5.0370930000000005,5.164938,5.021,1.81,2026-06-09 04:35:09,"RSI überkauft (71) – Pullback günstig für SHORT|EMA bearish (EMA50<EMA200, Dist 0.6%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0",Preis nicht in Key-Zone
XAUTUSDT,LONG,5m,LOSS,77,GUT,43.7944750452,4315.1162572678,4309.2079371268,neutral,,4312.8,4312.8,4377.492,4269.6720000000005,4269.6720000000005,-1,2026-06-09 07:10:07,RSI neutral-niedrig (44)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.08%) – Ausschluss v2.0
XRPUSDT,LONG,5m,LOSS,77,GUT,44.0045388548,1.1683728798,1.1649446241,neutral,,1.1674,1.1674,1.184911,1.155726,1.155726,-1,2026-06-09 08:50:05,RSI neutral-niedrig (44)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.21%) – Ausschluss v2.0
TRXUSDT,SHORT,5m,WIN,81,GUT,70.3923605639,0.3226406235,0.3243593068,neutral,,0.3231,0.3231,0.3182535,0.326331,0.323,0.03,2026-06-09 12:25:06,RSI überkauft (70) – Pullback günstig für SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT,Preis zu nah an EMA 200 (0.39%) – Ausschluss v2.0
TRXUSDT,SHORT,5m,WIN,80,GUT,67.4028231318,0.3218446645,0.322599603,neutral,,0.3224,0.3224,0.317564,0.325624,0.3223,0.03,2026-06-10 05:10:08,RSI hoch (67) – passt zu Setup A SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT,Preis zu nah an EMA 200 (0.06%) – Ausschluss v2.0
TRXUSDT,SHORT,5m,WIN,77,GUT,55.2380266971,0.3220515044,0.32251823,neutral,,0.3223,0.3223,0.31746549999999996,0.32552299999999995,0.32127,0.32,2026-06-10 07:05:04,RSI neutral-hoch (55)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.07%) – Ausschluss v2.0
RIVERUSDT,SHORT,5m,WIN,79,GUT,64.2729250965,4.8878508048,4.9643596505,neutral,,4.9119,4.9119,4.8382215,4.961019,4.809,2.09,2026-06-10 07:05:10,"RSI neutral-hoch (64)|EMA bearish (EMA50<EMA200, Dist 1.1%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
SOLUSDT,SHORT,5m,WIN,76,GUT,57.6424714668,64.3229114694,64.8929394917,neutral,,64.42,64.42,63.453700000000005,65.0642,63.44,1.52,2026-06-10 07:10:06,"RSI neutral-hoch (58)|EMA bearish (EMA50<EMA200, Dist 0.7%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
FETUSDT,SHORT,5m,WIN,76,GUT,63.2017644779,0.1979056111,0.2004328495,neutral,,0.1992,0.1992,0.196212,0.20119199999999998,0.1932,3.01,2026-06-10 07:15:13,"RSI neutral-hoch (63)|EMA bearish (EMA50<EMA200, Dist 0.6%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
XRPUSDT,SHORT,5m,WIN,79,GUT,58.6833082792,1.1160768847,1.1302428128,neutral,,1.117,1.117,1.100245,1.12817,1.1037,1.19,2026-06-10 07:20:06,"RSI neutral-hoch (59)|EMA bearish (EMA50<EMA200, Dist 1.2%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
VIRTUALUSDT,SHORT,5m,WIN,76,GUT,62.4400779367,0.5629157507,0.5687997061,neutral,,0.5656,0.5656,0.557116,0.571256,0.551,2.58,2026-06-10 07:25:06,"RSI neutral-hoch (62)|EMA bearish (EMA50<EMA200, Dist 0.6%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
RIVERUSDT,SHORT,5m,WIN,79,GUT,58.6975840509,4.8927206942,4.960539348,neutral,,4.9109,4.9109,4.8372364999999995,4.9600089999999994,4.806,2.14,2026-06-10 07:40:41,"RSI neutral-hoch (59)|EMA bearish (EMA50<EMA200, Dist 1.0%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
TRXUSDT,SHORT,5m,WIN,77,GUT,57.198275943,0.3221581482,0.3225088512,neutral,,0.3225,0.3225,0.3176625,0.325725,0.3224,0.03,2026-06-10 07:50:05,RSI neutral-hoch (57)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.00%) – Ausschluss v2.0
XRPUSDT,SHORT,5m,WIN,76,GUT,58.987198962,1.1165741952,1.1294220986,neutral,,1.1182,1.1182,1.1014270000000002,1.129382,1.1036,1.31,2026-06-10 07:55:05,"RSI neutral-hoch (59)|EMA bearish (EMA50<EMA200, Dist 1.0%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit",
TRXUSDT,SHORT,5m,WIN,77,GUT,55.4828253241,0.3221796917,0.3224619282,neutral,,0.3224,0.3224,0.317564,0.325624,0.32127,0.35,2026-06-10 09:15:11,RSI neutral-hoch (55)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.02%) – Ausschluss v2.0
XAUTUSDT,SHORT,5m,WIN,96,PREMIUM,55.8003888162,4150.1652295866,4185.5610282354,bearish,,4149.6,4149.6,4087.356,4191.0960000000005,4119.7,0.72,2026-06-10 12:35:07,"RSI neutral-hoch (56)|EMA bearish (EMA50<EMA200, Dist 0.9%) – SHORT|Trend BEARISH – passt zu SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT",
RENDERUSDT,SHORT,5m,WIN,81,GUT,72.2009219374,1.5552184851,1.5839625751,neutral,,1.578,1.578,1.55433,1.59378,1.5713,0.42,2026-06-10 12:35:13,RSI überkauft (72) – Pullback günstig für SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT,Preis zu nah an EMA 200 (0.38%) – Ausschluss v2.0
XAUTUSDT,SHORT,5m,WIN,86,GUT,57.6895928743,4145.5296648001,4179.8877082271,neutral,,4152.6,4152.6,4090.311,4194.126,4108.5,1.06,2026-06-10 13:40:07,"RSI neutral-hoch (58)|EMA bearish (EMA50<EMA200, Dist 0.7%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT|US-Open Session (13:30-16 UTC) – bevorzugte Zeit",
RIVERUSDT,LONG,5m,WIN,82,GUT,36.7609158267,5.0892977531,4.9989750817,neutral,,5.0527,5.0527,5.1284905,5.002173,5.178,2.48,2026-06-10 21:15:10,"RSI niedrig (37) – passt zu Setup A LONG|EMA bullish (EMA50>EMA200, Dist 1.1%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG",
VIRTUALUSDT,SHORT,5m,LOSS,90,PREMIUM,70.2138704143,0.542908938,0.5534643677,neutral,,0.5491,0.5491,0.5408635,0.5545910000000001,0.5545910000000001,-1,2026-06-11 00:20:08,"RSI überkauft (70) – Pullback günstig für SHORT|EMA bearish (EMA50<EMA200, Dist 0.8%) – SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT",
SUIUSDT,SHORT,5m,LOSS,81,GUT,71.2299836984,0.7269860013,0.7367613813,neutral,,0.7347,0.7347,0.7236795,0.742047,0.742047,-1,2026-06-11 00:20:09,RSI überkauft (71) – Pullback günstig für SHORT|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Resistance – günstig für SHORT,Preis zu nah an EMA 200 (0.28%) – Ausschluss v2.0
RIVERUSDT,LONG,5m,LOSS,79,GUT,38.9506064685,5.1589886326,5.0853845588,neutral,,5.133,5.133,5.209995,5.08167,5.08167,-1,2026-06-11 05:05:40,"RSI niedrig (39) – passt zu Setup A LONG|EMA bullish (EMA50>EMA200, Dist 0.9%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG",
XRPUSDT,LONG,5m,WIN,75,GUT,39.1694762539,1.1147509716,1.1114421996,neutral,,1.1124,1.1124,1.129086,1.1012760000000001,1.1209,0.76,2026-06-11 07:40:04,RSI niedrig (39) – passt zu Setup A LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.09%) – Ausschluss v2.0
SOLUSDT,LONG,5m,WIN,84,GUT,36.6686345303,64.9732508086,64.4274579711,neutral,,64.8,64.8,65.77199999999999,64.152,65.77,1.5,2026-06-11 07:40:06,"RSI niedrig (37) – passt zu Setup A LONG|EMA bullish (EMA50>EMA200, Dist 0.6%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
SUIUSDT,LONG,5m,WIN,84,GUT,37.6696995803,0.7486017758,0.7425549568,neutral,,0.7463,0.7463,0.7574945,0.738837,0.7531,0.91,2026-06-11 07:40:06,"RSI niedrig (38) – passt zu Setup A LONG|EMA bullish (EMA50>EMA200, Dist 0.5%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
SUIUSDT,LONG,5m,WIN,76,GUT,43.4236378953,0.749930141,0.7439473524,neutral,,0.7491,0.7491,0.7603365,0.741609,0.7511,0.27,2026-06-11 09:10:07,"RSI neutral-niedrig (43)|EMA bullish (EMA50>EMA200, Dist 0.7%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
VIRTUALUSDT,LONG,5m,WIN,100,PREMIUM,40.0666971112,0.5684671858,0.5606925297,bullish,,0.5678,0.5678,0.576317,0.562122,0.5683,0.09,2026-06-11 09:15:15,"RSI neutral-niedrig (40)|EMA bullish (EMA50>EMA200, Dist 1.3%) – LONG|Trend BULLISH – passt zu LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
SOLUSDT,LONG,5m,WIN,86,GUT,44.0220102305,65.1051723862,64.5681958248,neutral,,65.09,65.09,66.06635,64.4391,65.29,0.31,2026-06-11 09:20:08,"RSI neutral-niedrig (44)|EMA bullish (EMA50>EMA200, Dist 0.8%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
XRPUSDT,LONG,5m,WIN,77,GUT,44.0330344248,1.1172528104,1.112859737,neutral,,1.1172,1.1172,1.133958,1.106028,1.1407,2.1,2026-06-11 09:25:04,RSI neutral-niedrig (44)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.39%) – Ausschluss v2.0
RENDERUSDT,LONG,5m,WIN,79,GUT,44.0347333154,1.5725437657,1.5562006134,neutral,,1.573,1.573,1.596595,1.55727,1.6038,1.96,2026-06-11 09:25:10,"RSI neutral-niedrig (44)|EMA bullish (EMA50>EMA200, Dist 1.1%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
SUIUSDT,LONG,5m,WIN,76,GUT,42.8215495763,0.7494624192,0.7442215912,neutral,,0.7482,0.7482,0.759423,0.740718,0.7513,0.41,2026-06-11 09:45:06,"RSI neutral-niedrig (43)|EMA bullish (EMA50>EMA200, Dist 0.5%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit",
XRPUSDT,LONG,5m,WIN,77,GUT,44.6571033907,1.1174461189,1.1132101857,neutral,,1.1172,1.1172,1.133958,1.106028,1.1406,2.09,2026-06-11 10:00:13,RSI neutral-niedrig (45)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|London-Open Session (07-10 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.36%) – Ausschluss v2.0
RENDERUSDT,LONG,5m,WIN,79,GUT,38.5080436623,1.5770696673,1.5616616324,neutral,,1.571,1.571,1.594565,1.55529,1.6038,2.09,2026-06-11 11:40:06,"RSI niedrig (39) – passt zu Setup A LONG|EMA bullish (EMA50>EMA200, Dist 0.6%) – LONG|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG",
SOLUSDT,LONG,5m,WIN,77,GUT,40.7412279776,65.363967101,64.9436592437,neutral,,65.15,65.15,66.12725,64.4985,66.12725,1.5,2026-06-11 14:15:09,RSI neutral-niedrig (41)|Timeframe 5min – Entry-Timeframe v2.0|Preis nah an Support – günstig für LONG|US-Open Session (13:30-16 UTC) – bevorzugte Zeit,Preis zu nah an EMA 200 (0.32%) – Ausschluss v2.0
